ProcCode,ProcName,ProcType,ProcDuration,ProcCost
X646765,"ΒΑΛΒΙΔΟΠΛΑΣΤΙΚΗ, ΑΟΡΤΙΚΗ ΒΑΛΒΙΔΑ. ΜΕ ΤΗ ΧΡΗΣΗ ΔΙΑΚ",Surgical,120,1650
X646767,ΤΟΠΟΘΕΤΗΣΗ ΣΩΛΗΝΩΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ ΜΕΤΑΞΥ ΚΟΡΥΦΗΣ ΑΡ,Surgical,160,1810
X646769,"ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΑΟΡΤΙΚΗΣ ΒΑΛΒΙΔΑΣ, ΜΕ ΚΑΡΔΙΟΠΝΕΥΜΟΝΙ",Surgical,80,1970
X646771,ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΑΟΡΤΙΚΗΣ ΒΑΛΒΙΔΑΣ ΜΕ ΚΑΡΔΙΟΠΝΕΥΜΟΝΙΚ,Surgical,120,2130
X646779,"ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΑΟΡΤΙΚΗΣ ΒΑΛΒΙΔΑΣ, ΜΕ ΚΑΡΔΙΟΠΝΕΥΜΟΝΙ",Surgical,160,770
X646781,ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΑΟΡΤΙΚΗΣ ΒΑΛΒΙΔΑΣ ΜΕ ΔΙΕΥΡΥΝΣΗ ΤΟΥ Α,Surgical,80,930
X646783,ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΑΟΡΤΙΚΗΣ ΒΑΛΒΙΔΑΣ ΜΕ ΔΙΑΚΟΙΛΙΑΚΗ ΔΙΕ,Surgical,120,1090
X646785,ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΑΟΡΤΙΚΗΣ ΒΑΛΒΙΔΑΣ ΜΕ ΤΟΠΟΘΕΤΗΣΗ ΤΗΣ ,Surgical,160,1250
X646787,ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΠΟΦΡΑΞΗΣ ΧΩΡΟΥ ΕΚΡΟΗΣ ΑΡΙΣΤΕΡΗΣ ΚΟΙΛ,Surgical,80,1410
X646789,ΕΚΤΟΜΗ Ή ΤΟΜΗ ΥΠΟΒΑΛΒΙΔΙΚΟΥ ΙΣΤΟΥ ΓΙΑ ΥΠΟΒΑΛΒΙΔΙΚΗ,Surgical,240,2020
X646791,ΚΟΙΛΙΟΜΥΟΤΟΜΗ (-ΜΥΕΚΤΟΜΗ) ΓΙΑ ΙΔΙΟΠΑΘΗ ΥΠΕΡΤΡΟΦΙΚΗ,Surgical,150,2180
X646793,ΑΟΡΤΟΠΛΑΣΤΙΚΗ (GUSSET) ΓΙΑ ΥΠΕΡΒΑΛΒΙΔΙΚΗ ΣΤΕΝΩΣΗ,Surgical,80,1890
X646799,ΚΛΕΙΣΤΗ ΒΑΛΒΙΔΟΤΟΜΗ ΤΗΣ ΜΙΤΡΟΕΙΔΟΥΣ ΒΑΛΒΙΔΑΣ,Surgical,80,2370
X646803,ΑΝΟΙΚΤΗ ΒΑΛΒΙΔΟΤΟΜΗ ΤΗΣ ΜΙΤΡΟΕΙΔΟΥΣ ΒΑΛΒΙΔΑΣ ΜΕ ΚΑ,Surgical,210,690
X646809,"ΒΑΛΒΙΔΟΠΛΑΣΤΙΚΗ ΤΗΣ ΜΙΤΡΟΕΙΔΟΥΣ ΒΑΛΒΙΔΑΣ, ΜΕ ΚΑΡΔΙ",Surgical,160,1170
X646811,"ΒΑΛΒΙΔΟΠΛΑΣΤΙΚΗ ΤΗΣ ΜΙΤΡΟΕΙΔΟΥΣ ΒΑΛΒΙΔΑΣ, ΜΕ ΚΑΡΔΙ",Surgical,80,1330
X646813,"ΒΑΛΒΙΔΟΠΛΑΣΤΙΚΗ ΤΗΣ ΜΙΤΡΟΕΙΔΟΥΣ ΒΑΛΒΙΔΑΣ, ΜΕ ΚΑΡΔΙ",Surgical,120,1490
X646819,"ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΤΗΣ ΜΙΤΡΟΕΙΔΟΥΣ ΒΑΛΒΙΔΑΣ, ΜΕ ΚΑΡΔΙΟΠ",Surgical,120,1970
X646879,"ΕΚΤΟΜΗ ΤΡΙΓΛΩΧΙΝΑΣ ΒΑΛΒΙΔΑΣ, ΜΕ ΚΑΡΔΙΟΠΝΕΥΜΟΝΙΚΗ Π",Surgical,240,1220
X646885,ΒΑΛΒΙΔΟΠΛΑΣΤΙΚΗ ΤΡΙΓΛΩΧΙΝΑΣ ΒΑΛΒΙΔΑΣ. ΧΩΡΙΣ ΤΟΠΟΘΕ,Surgical,120,1250
X646887,ΒΑΛΒΙΔΟΠΛΑΣΤΙΚΗ ΤΡΙΓΛΩΧΙΝΑΣ ΒΑΛΒΙΔΑΣ ΜΕ ΤΟΠΟΘΕΤΗΣΗ,Surgical,160,1410
X646889,"ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΤΡΙΓΛΩΧΙΝΑΣ ΒΑΛΒΙΔΑΣ, ΜΕ ΚΑΡΔΙΟΠΝΕΥΜ",Surgical,80,1570
X646895,ΕΠΑΝΑΤΟΠΟΘΕΤΗΣΗ ΤΡΙΓΛΩΧΙΝΗΣ ΒΑΛΒΙΔΑΣ ΚΑΙ ΠΤΥΧΩΣΗ Γ,Surgical,80,2050
X646899,"ΚΛΕΙΣΤΗ ΔΙΑΚΟΙΛΙΑΚΗ ΒΑΛΒΙΔΟΤΟΜΗ, ΠΝΕΥΜΟΝΙΚΗΣ ΒΑΛΒΙ",Surgical,160,2370
X646901,ΚΛΕΙΣΤΗ ΒΑΛΒΙΔΟΤΟΜΗ ΠΝΕΥΜΟΝΙΚΗΣ ΒΑΛΒΙΔΑΣ ΜΕΣΩ ΠΝΕΥ,Surgical,80,530
X646903,ΑΝΟΙΚΤΗ ΒΑΛΒΙΔΟΤΟΜΗ ΠΝΕΥΜΟΝΙΚΗΣ ΒΑΛΒΙΔΑΣ ΜΕ ΑΠΟΚΛΕ,Surgical,210,690
X646907,ΑΝΟΚΤΗ ΒΑΛΒΙΔΟΤΟΜΗ ΠΝΕΥΜΟΝΙΚΗΣ ΒΑΛΒΙΔΑΣ ΜΕ ΚΑΡΔΙΟΠ,Surgical,80,1010
X646909,ΑΝΟΙΚΤΗ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΠΝΕΥΜΟΝΙΚΗΣ ΒΑΛΒΙΔΑΣ,Surgical,240,1170
X646911,"ΕΚΤΟΜΗ ΔΕΞΙΑΣ ΚΟΙΛΙΑΣ ΓΙΑ ΣΤΕΝΩΣΗ ΧΟΑΝΗΣ, ΜΕ Ή ΧΩΡ",Surgical,150,1780
X646915,"ΔΙΕΥΡΥΝΣΗ ΤΟΥ ΧΩΡΟΥ ΕΚΡΟΗΣ (GUSSET), ΜΕ Ή ΧΩΡΙΣ ΔΙ",Surgical,120,2100
X646951,ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΗ-ΔΟΜΙΚΗΣ ΔΥΣΛΕΙΤΟΥΡΓΙΑΣ ΠΡΟΣΘΕΤΙΚΗΣ,Surgical,120,530
X646959,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΟΦΛΕΒΙΚΗΣ Ε,Surgical,160,2220
X646961,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΟΦΛΕΒΙΚΗΣ Ε,Surgical,80,2380
X646963,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ ΜΕ ΑΝΩΜΑ,Surgical,120,1490
X646965,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ ΜΕ ΑΝΩΜΑ,Surgical,160,1650
X646967,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ ΜΕ ΑΝΩΜΑ,Surgical,80,1810
X646969,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ ΜΕ ΑΝΩΜΑ,Surgical,120,1970
X646971,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ ΜΕ ΑΝΩΜΑ,Surgical,160,2130
X646973,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΑΝΩΜΑΛΗΣ (Π.Χ. ΕΝΔΟΤΟΙΧΩΜΑΤΙΚ,Surgical,80,2290
X646975,"ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ",Surgical,120,450
X646979,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΟΝΟ ΦΛΕΒΑ, ΕΝΑ ΦΛ",Surgical,80,770
X646981,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΟΝΟ ΦΛΕΒΑ. ΔΥΟ ΦΛ",Surgical,120,930
X646983,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΟΝΟ ΦΛΕΒΑ. ΤΡΙΑ Φ",Surgical,160,1090
X646985,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΟΝΟ ΦΛΕΒΑ. ΤΕΣΣΕΡ",Surgical,80,1250
X646987,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΟΝΟ ΦΛΕΒΑ. ΠΕΝΤΕ ",Surgical,120,1410
X646991,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΟΝΟ ΦΛΕΒΑ. ΕΞΙ Ή ",Surgical,80,1730
X646993,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΦΛΕΒΙΚ",Surgical,120,1890
X646995,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΦΛΕΒΙΚ",Surgical,160,2050
X646997,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΦΛΕΒΙΚ",Surgical,80,2210
X647001,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΦΛΕΒΙΚ",Surgical,80,530
X647003,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΦΛΕΒΙΚ",Surgical,120,690
X647005,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΦΛΕΒΙΚ",Surgical,160,850
X647019,"ΕΠΑΝΕΓΧΕΙΡΙΣΗ, ΕΠΕΜΒΑΣΗ ΠΑΡΑΚΑΜΨΗΣ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤ",Surgical,80,1970
X647025,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΑΡΤΗΡΙ",Surgical,80,450
X647027,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΑΡΤΗΡΙ",Surgical,120,610
X647029,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΑΡΤΗΡΙ",Surgical,160,770
X647031,"ΠΑΡΑΚΑΜΨΗ ΣΤΕΦΑΝΙΑΙΑΣ ΑΡΤΗΡΙΑΣ, ΜΕ ΤΗ ΧΡΗΣΗ ΑΡΤΗΡΙ",Surgical,80,930
X647043,ΕΚΤΟΜΗ ΜΥΟΚΑΡΔΙΟΥ (Π.Χ. ΕΚΤΟΜΗ ΚΟΙΛΙΑΚΟΥ ΑΝΕΥΡΥΣΜΑ,Surgical,210,2340
X647049,ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕΤΕΜΦΡΑΚΤΙΚΟΥ ΕΛΛΕΙΜΑΤΟΣ ΜΕΣΟΚΟΙΛΙΑΚ,Surgical,240,2820
X647055,ΧΕΙΡΟΥΡΓΙΚΗ ΕΠΕΜΒΑΣΗ ΑΝΑΔΙΑΜΟΡΦΩΣΗΣ ΤΗΣ ΚΟΙΛΙΑΣ ΣΥ,Surgical,80,850
X647103,"ΣΤΕΦΑΝΙΑΙΑ ΕΝΔΑΡΤΗΡΙΕΚΤΟΜΗ, ΑΝΟΙΧΤΗ, ΚΑΘΕ ΜΕΘΟΔΟΣ,",Surgical,210,1140
X647159,ΣΥΓΚΛΕΙΣΗ ΚΟΛΠΟΚΟΙΛΙΑΚΗΣ ΒΑΛΒΙΔΑΣ (ΜΙΤΡΟΕΙΔΟΥΣ Ή Τ,Surgical,120,1170
X647163,ΣΥΓΚΛΕΙΣΗ ΜΗΝΟΕΙΔΟΥΣ ΒΑΛΒΙΔΑΣ (ΑΟΡΤΙΚΗΣ Ή ΠΝΕΥΜΟΝΙ,Surgical,80,1490
X647171,ΑΝΑΣΤΟΜΩΣΗ ΠΝΕΥΜΟΝΙΚΗΣ ΑΡΤΗΡΙΑΣ ΣΤΗΝ ΑΟΡΤΗ (ΔΙΑΔΙΚ,Surgical,120,2580
X647175,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΥΝΘΕΤΗΣ ΚΑΡΔΙΑΚΗΣ ΑΝΩΜΑΛΙΑΣ ,Surgical,80,1500
X647179,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΥΝΘΕΤΩΝ ΚΑΡΔΙΑΚΩΝ ΑΝΩΜΑΛΙΩΝ ,Surgical,160,1820
X647181,ΑΠΟΚΑΤΑΣΤΑΣΗ ΔΙΠΛΗΣ ΕΞΟΔΟΥ ΔΕΞΙΑΣ ΚΟΙΛΙΑΣ ΜΕ ΧΕΙΡΟ,Surgical,80,930
X647183,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΔΙΠΛΗΣ ΕΞΟΔΟΥ ΔΕΞΙΑΣ ΚΟΙΛΙΑΣ ,Surgical,120,1090
X647189,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΥΝΘΕΤΩΝ ΚΑΡΔΙΑΚΩΝ ΑΝΩΜΑΛΙΩΝ ,Surgical,120,2620
X647193,ΧΕΙΡΟΥΡΓΙΚΗ ΑΝΤΙΜΕΤΩΠΙΣΗ ΣΥΝΘΕΤΩΝ ΚΑΡΔΙΑΚΩΝ ΑΝΩΜΑΛ,Surgical,80,2940
X647197,ΧΕΙΡΟΥΡΓΙΚΗ ΑΝΤΙΜΕΤΩΠΙΣΗ ΜΟΝΗΡΟΥΣ ΚΟΙΛΙΑΣ ΜΕ ΑΠΟΦΡ,Surgical,160,2210
X647241,ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΔΕΥΤΕΡΟΓΕΝΟΥΣ ΜΕΣΟΚΟΛΠΙΚΗΣ Ε,Surgical,80,1730
X647249,"ΑΜΕΣΗ ΣΥΓΚΛΕΙΣΗ Ή ΣΥΓΚΛΕΙΣΗ ΜΕ ""ΜΠΑΛΩΜΑ"" ΦΛΕΒΩΔΟΥΣ",Surgical,120,2370
X647253,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΜΕΣΟΚΟΛΠΙΚΗΣ Ή ΜΕΣΟΚΟΙΛΙΑΚΗΣ ,Surgical,80,690
X647279,ΧΕΙΡΟΥΡΓΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΤΕΛΟΥΣ Ή ΜΕΡΙΚΟΥ ΚΟΛΠΟΚΟ,Surgical,120,770
X647289,ΧΕΙΡΟΥΡΓΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕΡΙΚΟΥ Ή ΠΑΡΟΔΙΚΟΥ ΚΟΛΠΟ,Surgical,80,1570
X647299,ΧΕΙΡΟΥΡΓΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΛΗΡΟΥΣ ΚΟΛΠΟΚΟΙΛΙΑΚΟΥ ΚΑ,Surgical,160,2370
X647309,ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΠΟΛΛΑΠΛΩΝ ΜΕΣΟΚΟΙΛΑΙΚΩΝ ΕΠΙΚ,Surgical,120,1170
X647311,ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΠΟΛΛΑΠΛΩΝ ΜΕΣΟΚΟΙΛΙΑΚΩΝ ΕΠΙΚ,Surgical,150,1780
X647313,ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΠΟΛΛΑΠΛΩΝ ΜΕΣΟΚΟΙΛΙΑΚΩΝ ΕΠΙΚ,Surgical,210,1940
X647321,ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΜΟΝΗΡΟΥΣ ΜΕΣΟΚΟΙΛΙΑΚΗΣ ΕΠΙΚΟ,Surgical,120,2130
X647327,ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΜΟΝΗΡΟΥΣ ΜΕΣΟΚΟΙΛΙΑΚΗΣ ΕΠΙΚΟ,Surgical,180,1060
X647335,ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΜΟΝΗΡΟΥΣ ΜΕΣΟΚΟΙΛΙΑΚΗΣ ΕΠΙΚΟ,Surgical,120,1700
X647339,ΠΕΡΙΟΡΙΣΜΕΝΗ ΣΥΣΦΙΞΗ (BANDING) ΤΗΣ ΠΝΕΥΜΟΝΙΚΗΣ ΑΡΤ,Surgical,120,1570
X647343,ΠΛΗΡΗΣ ΔΙΟΡΘΩΣΗ ΤΕΤΡΑΛΟΓΙΑΣ FALLOT ΧΩΡΙΣ ΠΝΕΥΜΟΝΙΚ,Surgical,80,1890
X647347,ΠΛΗΡΗΣ ΔΙΟΡΘΩΣΗ ΤΕΤΡΑΛΟΓΙΑΣ FALLOT ΜΕ ΠΝΕΥΜΟΝΙΚΗ Α,Surgical,160,2210
X647353,ΠΛΗΡΗΣ ΔΙΟΡΘΩΣΗ ΤΕΤΡΑΛΟΓΙΑΣ FALLOT ΜΕ ΠΝΕΥΜΟΝΙΚΗ Α,Surgical,160,690
X647363,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΥΡΙΓΓΙΟΥ ΤΟΥ ΚΟΛΠΟΥ ΤΟΥ VALS,Surgical,120,1490
X647379,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΥΡΙΓΓΙΟΥ ΤΟΥ ΚΟΛΠΟΥ ΤΟΥ VALS,Surgical,80,770
X647399,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΥΡΙΓΓΙΟΥ ΤΟΥ ΚΟΛΠΟΥ ΤΟΥ VALS,Surgical,120,2370
X647403,ΣΥΓΚΛΕΙΣΗ ΣΩΛΗΝΩΤΟΥ ΜΟΣΧΕΥΜΑΤΟΣ ΜΕΤΑΞΥ ΑΟΡΤΗΣ ΚΑΙ ,Surgical,80,690
X647407,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΜΕΜΟΝΩΜΕΝΗΣ ΜΕΡΙΚΗΣ ΑΝΩΜΑΛΗΣ ,Surgical,160,1010
X647411,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΣΤΕΝΩΣΗΣ ΠΝΕΥΜΟΝΙΚΗΣ ΦΛΕΒΑΣ,Surgical,120,1330
X647419,ΠΛΗΡΗΣ ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΑΝΩΜΑΛΗΣ ΕΚΒΟΛΗΣ ΠΝΕΥΜ,Surgical,160,3020
X647423,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΡΙΚΟΛΠΗΣ ΚΑΡΔΙΑΣ Ή ΥΠΕΡΒΑΛΒΙ,Surgical,210,3340
X647429,ΕΚΤΟΜΗ Ή ΔΙΑΝΟΙΞΗ ΤΟΥ ΜΕΣΟΚΟΛΠΙΚΟΥ ΔΙΑΦΡΑΓΜΑΤΟΣ. Κ,Surgical,240,1820
X647431,ΕΚΤΟΜΗ Ή ΔΙΑΝΟΙΞΗ ΤΟΥ ΜΕΣ ΚΟΛΠΙΚΟΥ ΔΙΑΦΡΑΓΜΑΤΟΣ. Α,Surgical,150,1980
X647433,ΕΚΤΟΜΗ Ή ΔΙΑΝΟΙΞΗ ΤΟΥ ΜΕΣΟΚΟΛΠΙΚΟΥ ΔΙΑΦΡΑΓΜΑΤΟΣ. Α,Surgical,210,2140
X647459,ΤΟΠΟΘΕΤΗΣΗ ΠΑΡΑΚΑΜΨΗΣ (SHUNT) ΜΕΤΑΞΥ ΥΠΟΚΛΕΙΔΙΑΣ Κ,Surgical,120,1170
X647469,ΤΟΠΟΘΕΤΗΣΗ ΠΑΡΑΚΑΜΨΗΣ( SHUNT) ΜΕΤΑΞΥ ΑΝΙΟΥΣΗΣ ΑΟΡΤ,Surgical,80,1970
X647483,ΤΟΠΟΘΕΤΗΣΗ ΠΑΡΑΚΑΜΨΗΣ (SHUNT) ΜΕΤΑΞΥ ΚΑΤΙΟΥΣΗΣ ΑΟΡ,Surgical,120,1090
X647487,ΤΟΠΟΘΕΤΗΣΗ ΚΕΝΤΡΙΚΗΣ ΠΑΡΑΚΑΜΨΗΣ (SHUNT) ΜΕ ΠΡΟΣΘΕΤ,Surgical,80,1410
X647491,ΤΟΠΟΘΕΤΗΣΗ ΠΑΡΑΚΑΜΨΗΣ (SHUNT) ΜΕΤΑΞΥ ΑΝΩ ΚΟΙΛΗΣ ΦΛ,Surgical,160,1730
X647493,ΤΟΠΟΘΕΤΗΣΗ ΠΑΡΑΚΑΜΨΗΣ (SHUNT) ΜΕΤΑΞΥ ΑΝΩ ΚΟΙΛΗΣ ΦΛ,Surgical,80,1890
X647495,ΑΝΑΣΤΟΜΩΣΗ ΚΟΙΛΗΣ ΦΛΕΒΑΣ-ΠΝΕΥΜΟΝΙΚΗΣ ΑΡΤΗΡΙΑΣ ΜΕ Τ,Surgical,120,2500
X647499,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΜΕΤΑΘΕΣΗΣ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤΗΡΙΩ,Surgical,240,3420
X647501,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΜΕΤΑΘΕΣΗΣ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤΗΡΙΩ,Surgical,150,1580
X647507,"ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤΗΡΙΩΝ, ΧΕΙΡΟΥΡ",Surgical,180,2060
X647509,"ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤΗΡΙΩΝ, ΜΕ ΑΝΑΚ",Surgical,240,2220
X647511,"ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤΗΡΙΩΝ, ΜΕ ΑΝΑΚ",Surgical,150,2380
X647513,"ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤΗΡΙΩΝ, ΜΕ ΑΝΑΚ",Surgical,210,2540
X647515,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤ,Surgical,120,2700
X647517,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤ,Surgical,180,2860
X647519,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤ,Surgical,240,3020
X647521,ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ ΤΗΣ ΜΕΤΑΘΕΣΗΣ ΤΩΝ ΜΕΓΑΛΩΝ ΑΡΤ,Surgical,150,3180
X647531,"ΠΛΗΡΗΣ ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΟΡΘΩΣΗ , ΑΡΤΗΡΙΑΚΟΣ ΠΟΡΟΣ (ΕΓ",Surgical,120,930
X647535,ΕΠΑΝΕΜΦΥΤΕΥΣΗ ΑΝΩΜΑΛΗΣ ΕΚΦΥΣΗΣ ΠΝΕΥΜΟΝΙΚΗΣ ΑΡΤΗΡΙΑ,Surgical,80,1250
X647559,ΑΟΡΤΙΚΗ ΑΝΟΡΘΩΣΗ ΓΙΑ ΑΠΟΣΥΜΠΙΕΣΗ ΤΗΣ ΤΡΑΧΕΙΑΣ (Π.Χ,Surgical,80,1170
X647563,ΔΙΑΙΡΕΣΗ ΕΚΤΟΠΟΥ ΑΓΓΕΙΟΥ (ΑΓΓΕΙΑΚΟΣ ΔΑΚΤΥΛΙΟΣ).,Surgical,160,1490
X647565,ΔΙΑΙΡΕΣΗ ΕΚΤΟΠΟΥ ΑΓΓΕΙΟΥ(ΑΓΓΕΙΑΚΟΣ ΔΑΚΤΥΛΙΟΣ). ΜΕ ,Surgical,80,2100
X647585,ΣΥΓΚΛΕΙΣΗ ΑΟΡΤΟΠΝΕΥΜΟΝΙΚΟΥ ΔΙΑΦΡΑΓΜΑΤΙΚΟΥ ΕΛΕΙΜΑΤΟ,Surgical,120,1250
