DrugID,Name,Route,AuthCountry,AuthHolder,MasterFileLocation,Email
76121,Konverge,Oral Use,Malta,Menarini International Operations Luxembourg S.A.,Italy,central.drug.safety.unit@menarini.it
76122,Konverge Plus,Oral Use,Ireland,Menarini International Operations Luxembourg S.A.,Italy,central.drug.safety.unit@menarini.it
76123,Konverge Plus,Oral Use,Malta,Menarini International Operations Luxembourg S.A.,Italy,central.drug.safety.unit@menarini.it
76124,Koortslipcrème,Cutaneous Use,Netherlands,Mae Holding Bv,Netherlands,pv@interdos.nl
76125,Koortslipcrème Aciclovir Albert Heijn,Cutaneous Use,Netherlands,Healthypharm B.V.,Germany,dso@stada.de
76126,Koortslipcrème Aciclovir Da,Cutaneous Use,Netherlands,Nederlandse Drogisterij Service B.V.,Germany,dso@stada.de
76127,Koortslipcrème Aciclovir Da,Cutaneous Use,Netherlands,Nederlandse Drogisterij Service B.V.,Germany,dso@stada.de
76128,Koortslipcrème Aciclovir Etos,Cutaneous Use,Netherlands,Healthypharm B.V.,Germany,dso@stada.de
76129,Koortslipcrème Aciclovir Htp,Cutaneous Use,Netherlands,Healthypharm B.V.,Germany,dso@stada.de
76130,Koortslipcrème Aciclovir Jumbo,Cutaneous Use,Netherlands,Healthypharm B.V.,Germany,dso@stada.de
76131,Koortslipcrème Aciclovir Livsane,Cutaneous Use,Netherlands,Healthypharm B.V.,Germany,dso@stada.de
76132,Kopaq,"Intraarterial Use ,Intrathecal Use ,Intravenous Use",Bulgaria,Onko Pharmaceuticals,Bulgaria,vili.topalova@avpharm.com
76133,Kopaq,"Intraarterial Use ,Intrathecal Use ,Intravenous Use",Bulgaria,Onko Pharmaceuticals Ltd.,Bulgaria,vili.topalova@avpharm.com
76134,Kopen,Oral Use,Ireland,Athlone Pharmaceuticals Limited,Ireland,medical@kent-athlone.com
76135,Kopen Sugar Free,Oral Use,Ireland,Athlone Pharmaceuticals Limited,Ireland,medical@kent-athlone.com
76136,Koper Włoski Fix,Oral Use,Poland,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com
76137,Kopfschmerz Globuli,Oral Use,Germany,Dr. Theiss Naturwaren Gmbh,Germany,nebenwirkungen@hwi-group.de
76138,Kopfschmerz Tropfen,Oral Use,Germany,Dr. Theiss Naturwaren Gmbh,Germany,nebenwirkungen@hwi-group.de
76139,Kopfschmerzen Globuli,Oral Use,Austria,Sanova Pharma Gesmbh,Austria,pharmacovigilance@sanova.at
76140,Kopfschmerz-Komplex L Ho-Fu-Complex,Oral Use,Germany,Pharma Liebermann Gmbh,Germany,pharmakovigilanz@pharma-liebermann.de
76141,Kopfweh,Oral Use,Austria,Sanova Pharma Gesmbh,Austria,pharmacovigilance@sanova.at
76142,Kopiryna – Tabletki Od Bólu Głowy,Oral Use,Poland,Sopharma Warszawa Sp. Z O.O.,Poland,pv@sopharma.org.pl
76143,Kora Dębu,"Cutaneous Use ,Oral Use ,Oromucosal Use",Poland,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com
76144,Kora Dębu Krakowskie Zakłady Zielarskie „herbapol” W Krakowie,"Cutaneous Use ,Oral Use ,Oromucosal Use",Poland,"Krakowskie Zakłady Zielarskie ""herbapol"" W Krakowie S.A.",Poland,produkcja2@herbapol.krakow.pl
76145,Korandil,Oral Use,Cyprus,Remedica Ltd,Cyprus,DrugSafety@remedica.com.cy
76146,Korandil,Oral Use,Malta,Remedica Ltd,Cyprus,DrugSafety@remedica.com.cy
76147,Kordiamīns,Oral Use,Latvia,Rigas Farmaceitiska Fabrika,Latvia,Pv_rff@olpha.eu
76148,Kordobis,Oral Use,Croatia,Pliva Hrvatska D.O.O.,Croatia,safety.europe@tevaeu.com
76149,Korea Ginseng Kapseln,Oral Use,Germany,Polamin-Werk Gmbh,Germany,Arzneimittelsicherheit@pharma-zentrale.de
76150,Korea Ginseng Tonikum,Oral Use,Germany,Polamin-Werk Gmbh,Germany,Arzneimittelsicherheit@pharma-zentrale.de
76151,Korea-Ginseng-Kapseln,Oral Use,Germany,Dr. Poehlmann & Co. Gmbh,Germany,Arzneimittelsicherheit@pharma-zentrale.de
76152,Koreanischer Reiner Roter,Oral Use,Germany,Kgv – Korea Ginseng Vertriebs Gmbh,Germany,nebenwirkungen@hwi-group.de
76153,Koreanischer Reiner Roter Ginseng,Oral Use,Germany,Kgv – Korea Ginseng Vertriebs Gmbh,Germany,nebenwirkungen@hwi-group.de
76154,Koreanischer Reiner Roter Ginseng Pulverextrakt zur Anwendung Bei Erwachsenen,Oral Use,Germany,Kgv – Korea Ginseng Vertriebs Gmbh,Germany,nebenwirkungen@hwi-group.de
76155,Koreanischer Roter Ginseng,Oral,Austria,Hwi Pharma Services Gmbh,Germany,Nebenwirkungen@hwi-group.de
76156,Korjuny,Intraperitoneal Use,European Union,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76157,Korjuny,Intraperitoneal Use,Iceland,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76158,Korjuny,Intraperitoneal Use,Liechtenstein,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76159,Korjuny,Intraperitoneal Use,Norway,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76160,Kornam,Oral Use,Czech Republic,Lek Pharmaceuticals D.D. Ljubljana,Germany,eu-qppv.office@sandoz.com
76161,Kornam,Oral Use,Poland,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com
76162,Kornam,Oral Use,Slovakia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com
76163,Kornam,Oral Use,Slovenia,Lek Pharmaceuticals D.D. Ljubljana,Germany,eu-qppv.office@sandoz.com
76164,Korodin,Oral Use,Luxembourg,Robugen Gmbh Pharmazeutische Fabrik,Germany,mauzm@robugen.de
76165,Korodin Herz-Kreislauf,Oral Use,Austria,Robugen Gmbh Pharmazeutische Fabrik,Germany,mauzm@robugen.de
76166,Korodin Herz-Kreislauf,Oral Use,Germany,Robugen Gmbh Pharmazeutische Fabrik,Germany,mauzm@robugen.de
76167,Korodin Herz-Kreislauf-,Oral Use,Germany,Robugen Gmbh Pharmazeutische Fabrik,Germany,mauzm@robugen.de
76168,Korolife,Oral Use,Germany,Robugen Gmbh Pharmazeutische Fabrik,Germany,mauzm@robugen.de
76169,Korolinda Für Jugendliche Ab 12 Jahre Und Erwachsene,Oral Use,Germany,Robugen Gmbh Pharmazeutische Fabrik,Germany,mauzm@robugen.de
76170,Körömvirág Dr. Theiss,Cutaneous Use,Hungary,Dr. Theiss Naturwaren Gmbh,Germany,nebenwirkungen@hwi-group.de
76171,Korovit Kreislauf,Oral Use,Germany,Robugen Gmbh Pharmazeutische Fabrik,Germany,mauzm@robugen.de
76172,Kortant,Nasal Use,Italy,Farma Group S.R.L.,Italy,pharmacovigilance@direnzo.biz
76173,Kortifarm,Oral Use,Sweden,Orifarm Healthcare A/S,Denmark,Pharmacovigilance@orifarm.com
76174,Kortikeral,Cutaneous Use,Greece,Verisfield S.M.S.A,Greece,pharmacovigilance@verisfield.gr
76175,Kortikoid,Cutaneous Use,Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com
76176,Kortikoid-Ratiopharm,Cutaneous Use,Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com
76177,Korylan,Oral Use,Czech Republic,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
76178,Korylan,Oral Use,Slovakia,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
76179,Korzeń Arcydzięgla,Oral Use,Poland,"Krakowskie Zakłady Zielarskie ""herbapol"" W Krakowie S.A.",Poland,produkcja2@herbapol.krakow.pl
76180,Kosalin,Oral Use,Germany,Pharmasgp Gmbh,Germany,nebenwirkungen@hwi-group.de
76181,Koselugo,Oral Use,European Union,Astrazeneca Ab,Sweden,AstraZenecaEU@astrazeneca.com
76182,Koselugo,Oral Use,Iceland,Astrazeneca Ab,Sweden,AstraZenecaEU@astrazeneca.com
76183,Koselugo,Oral Use,Liechtenstein,Astrazeneca Ab,Sweden,AstraZenecaEU@astrazeneca.com
76184,Koselugo,Oral Use,Norway,Astrazeneca Ab,Sweden,AstraZenecaEU@astrazeneca.com
76185,Kosidina,Oral Use,Denmark,Sandoz A/S,Germany,eu-qppv.office@sandoz.com
76186,Kosidina,Oral Use,Netherlands,Sandoz B.V.,Germany,eu-qppv.office@sandoz.com
76187,Kosidina,Oral Use,Netherlands,Sandoz B.V.,Germany,eu-qppv.office@sandoz.com
76188,Kostaive,Intramuscular Use,European Union,Seqirus Netherlands B.V.,Germany,EU.QPPV@cslbehring.com
76189,Kostaive,Intramuscular Use,Iceland,Seqirus Netherlands B.V.,Germany,EU.QPPV@cslbehring.com
76190,Kostaive,Intramuscular Use,Liechtenstein,Seqirus Netherlands B.V.,Germany,EU.QPPV@cslbehring.com
76191,Kostaive,Intramuscular Use,Norway,Seqirus Netherlands B.V.,Germany,EU.QPPV@cslbehring.com
76192,Kostarox,Oral Use,Croatia,Sandoz D.O.O.,Germany,eu-qppv.office@sandoz.com
76193,Kostarox,Oral Use,Poland,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com
76194,Kostarox,Oral Use,Romania,Sandoz Pharmaceuticals S.R.L.,Germany,eu-qppv.office@sandoz.com
76195,Kostival,Cutaneous Use,Czech Republic,Dr. Theiss Naturwaren Gmbh,Germany,nebenwirkungen@hwi-group.de
76196,Koszyczek Rumianku,Oral Use,Poland,"Krakowskie Zakłady Zielarskie ""herbapol"" W Krakowie S.A.",Poland,produkcja2@herbapol.krakow.pl
76197,Koszyczek Rumianku,"Cutaneous Use ,Oral Use",Poland,Labofarm Sp. Z O.O.,Poland,pharmacovigilance@labofarm.com.pl
76198,Koszyczek Rumianku Zakłady Farmaceutyczne Polpharma,"Cutaneous Use ,Oral Use ,Oromucosal Use",Poland,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com
76199,Kot Prick Test Hal Allergy,Cutaneous Use,Poland,Hal Allergy B.V.,Germany,drug_safety@hal-allergy.com
76200,Kovaltry,Intravenous Use,European Union,Bayer Ag,Germany,drugsafety.benelux@bayer.com
76201,Kovaltry,Intravenous Use,Iceland,Bayer Ag,Germany,drugsafety.benelux@bayer.com
76202,Kovaltry,Intravenous Use,Liechtenstein,Bayer Ag,Germany,drugsafety.benelux@bayer.com
76203,Kovaltry,Intravenous Use,Norway,Bayer Ag,Germany,drugsafety.benelux@bayer.com
76204,Kozlík,Oral Use,Czech Republic,Kneipp Gmbh,Germany,kneipp@bps-bremen.eu
76205,Ko-Ирбесан,Oral Use,Bulgaria,"Nobel Pharma Co., Ltd.",Bulgaria,vili.topalova@avpharm.com
76206,Krabbe Bencard Allergie,Intraepidermal Use,Germany,Bencard Allergie Gmbh,Germany,pharmacovigilance@allergytherapeutics.com
76207,Kratium,"Intramuscular Use ,Intravenous Use ,Rectal Use",Cyprus,Medochemie Ltd.,Cyprus,pharmacovigilance@medochemie.com
76208,Kratium,"Intramuscular Use ,Intravenous Use ,Rectal Use",Malta,Medochemie Ltd.,Cyprus,pharmacovigilance@medochemie.com
76209,Kratium,Oral Use,Cyprus,Medochemie Ltd.,Cyprus,pharmacovigilance@medochemie.com
76210,Kräuterlax®,Oral Use,Germany,Dolorgiet Gmbh & Co Kg,Germany,Drug-Safety@dolorgiet.de
76211,Krazati,Oral Use,European Union,Bristol-Myers Squibb Pharma Eeig,Austria,BMS-EU-QPPV@bms.com
76212,Krazati,Oral Use,Iceland,Bristol-Myers Squibb Pharma Eeig,Austria,BMS-EU-QPPV@bms.com
76213,Krazati,Oral Use,Liechtenstein,Bristol-Myers Squibb Pharma Eeig,Austria,BMS-EU-QPPV@bms.com
76214,Krazati,Oral Use,Norway,Bristol-Myers Squibb Pharma Eeig,Austria,BMS-EU-QPPV@bms.com
76215,Kredex,Oral Use,Belgium,Cheplapharm Arzneimittel Gmbh,Germany,drugsafety@cheplapharm.com
76216,Kredex,Oral Use,France,Cheplapharm Arzneimittel Gmbh,Germany,drugsafety@cheplapharm.com
76217,Kredex,Oral Use,Luxembourg,Cheplapharm Arzneimittel Gmbh,Germany,drugsafety@cheplapharm.com
76218,Kreislaufbeschwerden Tropfen,Oral Use,Austria,Sanova Pharma Gesmbh,Austria,pharmacovigilance@sanova.at
76219,Kreislauf-Komplex L Ho-Fu-Complex,Oral Use,Germany,Pharma Liebermann Gmbh,Germany,pharmakovigilanz@pharma-liebermann.de
76220,Kreislauf-Tonikum,Oral Use,Germany,Nestmann Pharma Gmbh,Germany,pharma@nestmann.de
76221,Krelin,Oral Use,Greece,Venifar Ltd,Greece,administration@venifar.com
76222,Krenosin,Intravenous Use,France,Sanofi Winthrop Industrie,France,EU-QPPV-Office-Sanofi@sanofi.com
76223,Krenosin,Intravenous Use,Italy,Sanofi S.R.L.,France,EU-QPPV-Office-Sanofi@sanofi.com
76224,Kreon,Oral Use,Austria,Viatris Austria Gmbh,Italy,productsafety@viatris.com
76225,Kreon,Oral Use,Austria,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76226,Kreon,Oral Use,Croatia,Viatris Hrvatska D.O.O.,Italy,productsafety@viatris.com
76227,Kreon,Oral Use,Czech Republic,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76228,Kreon,Oral Use,Estonia,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76229,Kreon,Oral Use,Germany,Viatris Healthcare Gmbh,Italy,productsafety@viatris.com
76230,Kreon,Oral Use,Hungary,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76231,Kreon,Oral Use,Latvia,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76232,Kreon,Oral Use,Lithuania,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76233,Kreon,Oral Use,Slovakia,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76234,Kreon,Oral Use,Slovenia,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76235,Kreon,Oral Use,Spain,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76236,Kreon,Oral Use,Germany,Abbott Laboratories Gmbh,Germany,pv.qppv@abbott.com
76237,Kreon,Oral Use,Poland,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76238,Kreon,Oral Use,Portugal,Viatris Healthcare Lda.,Italy,productsafety@viatris.com
76239,Kreon,Oral Use,Romania,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76240,Kreon – Kapseln,Oral Use,Austria,Viatris Austria Gmbh,Italy,productsafety@viatris.com
76241,Kreon 25 000,Oral Use,Poland,Viatris Healthcare Sp. Z O.O.,Italy,productsafety@viatris.com
76242,Kreon 25000,Oral Use,Portugal,Viatris Healthcare Lda.,Italy,productsafety@viatris.com
76243,Kreon 35 000,Oral Use,Poland,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76244,Kreon Epi,Oral Use,Slovenia,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76245,Kreon Für Kinder,"Gastric Use ,Oral Use",Germany,Abbott Laboratories Gmbh,Germany,pv.qppv@abbott.com
76246,Kreon Travix,Oral Use,Poland,Viatris Healthcare Sp. Z O.O.,Italy,productsafety@viatris.com
76247,Kreon Travix Max,Oral Use,Poland,Viatris Healthcare Limited,Italy,productsafety@viatris.com
76248,Kreosotum Complexe N°62,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76249,Kriolen,Oral Use,Greece,Rafarm Sa.,Greece,pharmacovigilance@rafarm.gr
76250,Kronalis,Oral Use,France,Laboratoires Majorelle,France,cficquet@laboratoires-majorelle.com
76251,Krople Miętowe,Oral Use,Poland,Hasco-Lek,Poland,ev@hasco-lek.pl
76252,Krople Nasercowe,Oral Use,Poland,Hasco-Lek,Poland,ev@hasco-lek.pl
76253,Krople Żołądkowe T,Oral Use,Poland,Hasco-Lek,Poland,ev@hasco-lek.pl
76254,Krople Miętowe,Oral Use,Poland,"Krakowskie Zakłady Zielarskie ""herbapol"" W Krakowie S.A.",Poland,produkcja2@herbapol.krakow.pl
76255,Krople Nasercowe,Oral Use,Poland,Farmina Sp. Z O.O.,Poland,qppv@farmina.pl
76256,Krople Nasercowe,Oral Use,Poland,Pph Microfarm Kacperski I Wspólnicy Spółka Jawna,Poland,microfarm@krakow.home.pl
76257,Krople Uspokajające,Oral Use,Poland,Hasco-Lek,Poland,ev@hasco-lek.pl
76258,Krople Walerianowe,Oral Use,Poland,"Krakowskie Zakłady Zielarskie ""herbapol"" W Krakowie S.A.",Poland,produkcja2@herbapol.krakow.pl
76259,Krople Walerianowe,Oral Use,Poland,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com
76260,Krople Walerianowe,Oral Use,Poland,Hasco-Lek,Poland,ev@hasco-lek.pl
76261,Krople Zoladkowe,Oral Use,Poland,Farmina Sp. Z O.O.,Poland,qppv@farmina.pl
76262,Krople Żołądkowe,Oral Use,Poland,"Poznanskie Zakłady Zielarskie ""herbapol"" S. A.",Poland,poznan@herbapol.poznan.pl
76263,Krople Żołądkowe Amara,Oral Use,Poland,Us Pharmacia Sp. Z O.O.,Poland,pv@usp.pl
76264,Krople Żołądkowe Forte,Oral Use,Poland,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com
76265,Krople Żołądkowe T,Oral Use,Poland,"Krakowskie Zakłady Zielarskie ""herbapol"" W Krakowie S.A.",Poland,produkcja2@herbapol.krakow.pl
76266,Krople Żołądkowe Z Papaweryną (Fortestomachicae),Oral Use,Poland,"Krakowskie Zakłady Zielarskie ""herbapol"" W Krakowie S.A.",Poland,produkcja2@herbapol.krakow.pl
76267,Krovaneg,Oral Use,Italy,Italchimici S.P.A.,Italy,maffei.c@recordati.it
76268,Krudipin,Oral Use,Italy,So.Se.Pharm S.R.L.,Italy,farmacovigilanza@sosepharm.com
76269,Krufton,Oral Use,Latvia,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76270,Krufton,Oral Use,Romania,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76271,Krufton,Oral Use,Hungary,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76272,Krufton,Oral Use,Lithuania,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76273,Krufton,Oral Use,Slovakia,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76274,Kruidvat,Oral Use,Netherlands,Mae Holding Bv,Netherlands,pv@interdos.nl
76275,Kruidvat,Cutaneous Use,Netherlands,Mae Holding Bv,Netherlands,pv@interdos.nl
76276,Kruidvat,Oral Use,Netherlands,Vitabalans Oy,Finland,safety@vitabalans.com
76277,Kruidvat,Oral Use,Netherlands,Mae Holding Bv,Netherlands,pv@interdos.nl
76278,Kruidvat,Oral Use,Netherlands,Vemedia Manufacturing B. V.,Spain,vigilanceglobal@cooperconsumerhealth.com
76279,Kruidvat,Cutaneous Use,Netherlands,Mae Holding Bv,Netherlands,pv@interdos.nl
76280,Kruidvat Allergieneusspray,Nasal Use,Netherlands,Mae Holding Bv,Netherlands,pv@interdos.nl
76281,Kruidvat Allergieoogdruppels,Ocular Use,Netherlands,Mae Holding Bv,Netherlands,pv@interdos.nl
76282,Kruidvat Antischimmel,Cutaneous Use,Netherlands,Healthypharm B.V.,Germany,dso@stada.de
76283,"Kruidvat Flurbiprofen Citroen 8,75 Mg Suikervrij, Zuigtabletten Htp",Oropharyngeal Use,Netherlands,Healthypharm B.V.,Germany,dso@stada.de
76284,Kruidvat Maagzuurremmer,Oral Use,Netherlands,Marel B.V.,Malta,pharmacovigilance.eu@aurobindo.com
76285,Kruidvat Noodanticonceptie,Oral Use,Netherlands,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
76286,Kruidvat Noodanticonceptie Ulipristal,Oral Use,Netherlands,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
76287,Kruklar,Oral Use,Italy,S.F. Group Srl,Italy,pharmacovigilance@direnzo.biz
76288,Krupil,Oral Use,Italy,So.Se.Pharm S.R.L.,Italy,farmacovigilanza@sosepharm.com
76289,Kruplus,Oral Use,Italy,So.Se.Pharm S.R.L.,Italy,farmacovigilanza@sosepharm.com
76290,Krustat,Oral Use,Italy,S.F. Group Srl,Italy,pharmacovigilance@direnzo.biz
76291,Kruxade,Oral Use,Italy,Eberlife Farmaceutici S.P.A.,Italy,serenaizzo@clinpharma.it
76292,Kruxagon,Oral Use,Italy,Lanova Farmaceutici S.R.L.,Italy,fabianaauricchio@clinpharma.it
76293,Krwawnik Fix,Oral Use,Poland,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com
76294,Kryptocur,Nasal Use,Germany,Cheplapharm Arzneimittel Gmbh,Germany,drugsafety@cheplapharm.com
76295,Kryptocur,Nasal Use,Austria,Cheplapharm Arzneimittel Gmbh,Germany,drugsafety@cheplapharm.com
76296,Kryptocur,Nasal Use,Italy,Cheplapharm Arzneimittel Gmbh,Germany,drugsafety@cheplapharm.com
76297,Kryptoscan,Inhalation Use,Belgium,Curium Belgium Bv,France,drugsafety@curiumpharma.com
76298,Kryptoscan,Inhalation Use,Czech Republic,Curium Netherlands B.V.,France,drugsafety@curiumpharma.com
76299,Kryptoscan,Inhalation Use,Denmark,Curium Netherlands B.V.,France,drugsafety@curiumpharma.com
76300,Kryptoscan,Inhalation Use,France,Curium Netherlands B.V.,France,drugsafety@curiumpharma.com
76301,Kryptoscan,Inhalation Use,Ireland,Curium Netherlands B.V.,France,drugsafety@curiumpharma.com
76302,Kryptoscan,Inhalation Use,Netherlands,Curium Netherlands B.V.,France,drugsafety@curiumpharma.com
76303,Kryptoscan,Inhalation Use,Slovakia,Curium Netherlands B.V.,France,drugsafety@curiumpharma.com
76304,Kryptoscan,Inhalation Use,United Kingdom (Northern Ireland),Curium Netherlands B.V.,France,drugsafety@curiumpharma.com
76305,Kryptoscan Generator Drn 3633,Inhalation Use,Germany,Curium Netherlands B.V.,France,drugsafety@curiumpharma.com
76306,Ksilometazolin/Dekspantenol Pliva,Nasal Use,Croatia,Pliva Hrvatska D.O.O.,Croatia,safety.europe@tevaeu.com
76307,Ksilometazolinklorid/Ipratropijev Bromid Acino,Nasal Use,Croatia,Acino France Sas,Germany,pv@acino.swiss
76308,Ksilonex,Nasal Use,Latvia,Stada Arzneimittel Ag,Germany,dso@stada.de
76309,Kufmedila,Inhalation Use,Germany,Kraiss & Friz E.K.,Germany,vigilanz@pharmasupport.com
76310,Kufvita Kraiss & Friz,Inhalation Use,Germany,Kraiss & Friz E.K.,Germany,vigilanz@pharmasupport.com
76311,Kuhmilch Bencard Allergie,Intraepidermal Use,Germany,Bencard Allergie Gmbh,Germany,pharmacovigilance@allergytherapeutics.com
76312,Kuhmilch Prick Test Rx Roxall Medizin,Cutaneous Use,Germany,Roxall Medizin Gmbh,Germany,pv@roxall.de
76313,Kull Circius Pharma,Oral Use,Norway,Circius Pharma Ab,Sweden,safety@circiuspharma.com
76314,Kümmel Aurica Naturheilmittel Und Naturwaren Gmbh,Oral Use,Germany,Aurica Naturheilmittel Und Naturwaren Gmbh,Germany,info@aurica.de
76315,Kümmel Bombastus-Werke,Oral Use,Germany,Bombastus-Werke Ag,Germany,pharmacovigilance@bombastus-werke.de
76316,Kümmel Salus Haus,Oral Use,Germany,Salus Haus Dr. Med. Otto Greither Nachf. Gmbh & Co. Kg,Germany,pharmacovigilance@salus.de
76317,Kümmel Tee,Oral Use,Germany,Abtswinder Naturheilmittel Gmbh & Co. Kg,Germany,info@abtswinder.de
76318,Kunga Pilieni,Oral Use,Latvia,Rigas Farmaceitiska Fabrika,Latvia,Pv_rff@olpha.eu
76319,Kunga Pilieni,Oral Use,Latvia,Valentis Uab,Lithuania,nrv@valentis.lt
76320,Künstliche Luft Zur Medizinischen Anwendung,Inhalation Use,Belgium,Sol Spa,Italy,sol@gb-pharma.it
76321,Künstliche Luft Zur Medizinischen Anwendung,Inhalation Use,Germany,Nippon Gases Deutschland Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
76322,Künstliche Luft Zur Medizinischen Anwendung,Inhalation Use,Germany,Sol Spa,Italy,sol@gb-pharma.it
76323,Künstliche Luft Zur Medizinischen Anwendung,Inhalation Use,Luxembourg,Sol Spa,Italy,sol@gb-pharma.it
76324,Künstliche Luft Zur Medizinischen Anwendung Air Products,Inhalation Use,Germany,Air Products Gmbh,Spain,HOISCHV@airproducts.com
76325,Kupfer Rot,Cutaneous Use,Germany,Wala Heilmittel Gmbh,Germany,arzneimittelsicherheit@wala.de
76326,Kupfersulfat Smartpractice Europe,Cutaneous Use,Germany,Smartpractice Europe Gmbh,Germany,pv.smartpracticeeurope@ebeling-assoc.com
76327,Kur Selters,Oral Use,Germany,Oberselters Mineralbrunnen Vertirebs Gmbh,Germany,heilwasser-pvs@scratch-pv.com
76328,Kürbis Für Die Frau,Oral Use,Austria,Promedipharm Gmbh,Germany,mail@dr-nibler.de
76329,Kürbiskerne,Oral Use,Germany,Euro Vital Pharma Gmbh,Germany,drugsafety@diamed.org
76330,Kürbissamen,Oral Use,Germany,Abtswinder Naturheilmittel Gmbh & Co. Kg,Germany,info@abtswinder.de
76331,Kurovent,Inhalation Use,Italy,Italchimici S.P.A.,Italy,maffei.c@recordati.it
76332,Kuvan,Oral Use,European Union,Biomarin International Limited,Netherlands,drugsafety@bmrn.com
76333,Kuvan,Oral Use,Iceland,Biomarin International Limited,Netherlands,drugsafety@bmrn.com
76334,Kuvan,Oral Use,Liechtenstein,Biomarin International Limited,Netherlands,drugsafety@bmrn.com
76335,Kuvan,Oral Use,Norway,Biomarin International Limited,Netherlands,drugsafety@bmrn.com
76336,Kvelux,Oral Use,Slovenia,Lek Pharmaceuticals D.D. Ljubljana,Germany,eu-qppv.office@sandoz.com
76337,Kvelux Sr,Oral Use,Poland,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com
76338,Kvelux Sr,Oral Use,Slovenia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com
76339,Kvelux Sr,Oral Use,Slovenia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com
76340,Kvelux Sr,Oral Use,Poland,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com
76341,Kventiax,Oral Use,Croatia,Krka-Farma D.O.O.,Slovenia,Pharmacovigilance.HR@krka.biz
76342,Kventiax,Oral Use,Czech Republic,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.cz@krka.biz
76343,Kventiax,Oral Use,Estonia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.ee@krka.biz
76344,Kventiax,Oral Use,Hungary,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.hu@krka.biz
76345,Kventiax,Oral Use,Latvia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.Lv@krka.biz
76346,Kventiax,Oral Use,Lithuania,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.LT@krka.biz
76347,Kventiax,Oral Use,Poland,"Krka, D.D., Novo Mesto",Slovenia,Pharmacovigilance.PL@krka.biz
76348,Kventiax,Oral Use,Romania,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.ro@krka.biz
76349,Kventiax,Oral Use,Slovakia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.sk@krka.biz
76350,Kventiax,Oral Use,Slovenia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance@krka.biz
76351,Kventiax Ep,Oral Use,Romania,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.ro@krka.biz
