Date,ShiftType,Department,StaffCategory,SubClass,StaffCount
2026-03-14,Morning,"Internal Medicine",Nurse,HeadNurse,1
2026-03-14,Night,"Internal Medicine",Admin,Scheduler,1
2026-03-14,Night,"Internal Medicine",Admin,RecordsClerk,1
2026-03-14,Night,"Internal Medicine",Doctor,InternalMed,3
2026-03-14,Night,"Internal Medicine",Nurse,Nurse,6
2026-03-14,Afternoon,Nephrology,Admin,Archivist,1
2026-03-14,Afternoon,Nephrology,Admin,Registrar,1
2026-03-14,Afternoon,Nephrology,Doctor,Nephrology,2
2026-03-14,Afternoon,Nephrology,Nurse,AssistantNurse,3
2026-03-14,Afternoon,Nephrology,Nurse,Nurse,3
2026-03-14,Morning,Nephrology,Admin,Accountant,1
2026-03-14,Morning,Nephrology,Admin,Secretary,1
2026-03-14,Morning,Nephrology,Doctor,Nephrology,2
2026-03-14,Morning,Nephrology,Nurse,HeadNurse,1
2026-03-14,Morning,Nephrology,Nurse,AssistantNurse,5
2026-03-14,Night,Nephrology,Admin,Scheduler,1
2026-03-14,Night,Nephrology,Admin,RecordsClerk,1
2026-03-14,Night,Nephrology,Doctor,Nephrology,3
2026-03-14,Night,Nephrology,Nurse,Nurse,6
2026-03-14,Afternoon,Neurology,Admin,Archivist,1
2026-03-14,Afternoon,Neurology,Admin,Registrar,1
2026-03-14,Afternoon,Neurology,Doctor,Neurology,2
2026-03-14,Afternoon,Neurology,Nurse,Nurse,3
2026-03-14,Afternoon,Neurology,Nurse,AssistantNurse,3
2026-03-14,Morning,Neurology,Admin,Accountant,1
2026-03-14,Morning,Neurology,Admin,Secretary,1
2026-03-14,Morning,Neurology,Doctor,Neurology,2
2026-03-14,Morning,Neurology,Nurse,HeadNurse,1
2026-03-14,Morning,Neurology,Nurse,AssistantNurse,5
2026-03-14,Night,Neurology,Admin,RecordsClerk,1
2026-03-14,Night,Neurology,Admin,Scheduler,1
2026-03-14,Night,Neurology,Doctor,Neurology,2
2026-03-14,Night,Neurology,Nurse,Nurse,6
2026-03-14,Afternoon,Oncology,Admin,Archivist,1
2026-03-14,Afternoon,Oncology,Admin,Registrar,1
2026-03-14,Afternoon,Oncology,Doctor,Oncology,2
2026-03-14,Afternoon,Oncology,Nurse,AssistantNurse,3
2026-03-14,Afternoon,Oncology,Nurse,Nurse,3
2026-03-14,Morning,Oncology,Admin,Accountant,1
2026-03-14,Morning,Oncology,Admin,Secretary,1
2026-03-14,Morning,Oncology,Doctor,Oncology,2
2026-03-14,Morning,Oncology,Nurse,HeadNurse,1
2026-03-14,Morning,Oncology,Nurse,AssistantNurse,5
2026-03-14,Night,Oncology,Admin,Scheduler,1
2026-03-14,Night,Oncology,Admin,RecordsClerk,1
2026-03-14,Night,Oncology,Doctor,Oncology,3
2026-03-14,Night,Oncology,Nurse,Nurse,6
2026-03-14,Afternoon,Ophthalmology,Admin,Archivist,1
2026-03-14,Afternoon,Ophthalmology,Admin,Registrar,1
2026-03-14,Afternoon,Ophthalmology,Doctor,Ophthalmology,2
2026-03-14,Afternoon,Ophthalmology,Nurse,AssistantNurse,3
2026-03-14,Afternoon,Ophthalmology,Nurse,Nurse,3
2026-03-14,Morning,Ophthalmology,Admin,Secretary,1
2026-03-14,Morning,Ophthalmology,Admin,Accountant,1
2026-03-14,Morning,Ophthalmology,Doctor,Ophthalmology,3
2026-03-14,Morning,Ophthalmology,Nurse,HeadNurse,1
2026-03-14,Morning,Ophthalmology,Nurse,AssistantNurse,5
2026-03-14,Night,Ophthalmology,Admin,Scheduler,1
2026-03-14,Night,Ophthalmology,Admin,RecordsClerk,1
2026-03-14,Night,Ophthalmology,Doctor,Ophthalmology,3
2026-03-14,Night,Ophthalmology,Nurse,Nurse,6
2026-03-14,Afternoon,Orthopedics,Admin,Archivist,1
2026-03-14,Afternoon,Orthopedics,Admin,Registrar,1
2026-03-14,Afternoon,Orthopedics,Doctor,Orthopedics,2
2026-03-14,Afternoon,Orthopedics,Nurse,Nurse,3
2026-03-14,Afternoon,Orthopedics,Nurse,AssistantNurse,3
2026-03-14,Morning,Orthopedics,Admin,Secretary,1
2026-03-14,Morning,Orthopedics,Admin,Accountant,1
2026-03-14,Morning,Orthopedics,Doctor,Orthopedics,2
2026-03-14,Morning,Orthopedics,Nurse,AssistantNurse,5
2026-03-14,Morning,Orthopedics,Nurse,HeadNurse,1
2026-03-14,Night,Orthopedics,Admin,RecordsClerk,1
2026-03-14,Night,Orthopedics,Admin,Scheduler,1
2026-03-14,Night,Orthopedics,Doctor,Orthopedics,3
2026-03-14,Night,Orthopedics,Nurse,Nurse,6
2026-03-14,Afternoon,Pediatrics,Admin,Registrar,1
2026-03-14,Afternoon,Pediatrics,Admin,Archivist,1
2026-03-14,Afternoon,Pediatrics,Doctor,Pediatrics,2
2026-03-14,Afternoon,Pediatrics,Nurse,AssistantNurse,3
2026-03-14,Afternoon,Pediatrics,Nurse,Nurse,3
2026-03-14,Morning,Pediatrics,Admin,Secretary,1
2026-03-14,Morning,Pediatrics,Admin,Accountant,1
2026-03-14,Morning,Pediatrics,Doctor,Pediatrics,2
2026-03-14,Morning,Pediatrics,Nurse,HeadNurse,1
2026-03-14,Morning,Pediatrics,Nurse,AssistantNurse,5
2026-03-14,Night,Pediatrics,Admin,Scheduler,1
2026-03-14,Night,Pediatrics,Admin,RecordsClerk,1
2026-03-14,Night,Pediatrics,Doctor,Pediatrics,3
2026-03-14,Night,Pediatrics,Nurse,Nurse,6
2026-03-14,Afternoon,Psychiatry,Admin,Archivist,1
2026-03-14,Afternoon,Psychiatry,Admin,Registrar,1
2026-03-14,Afternoon,Psychiatry,Doctor,Psychiatry,2
2026-03-14,Afternoon,Psychiatry,Nurse,Nurse,3
2026-03-14,Afternoon,Psychiatry,Nurse,AssistantNurse,3
2026-03-14,Morning,Psychiatry,Admin,Accountant,1
2026-03-14,Morning,Psychiatry,Admin,Secretary,1
2026-03-14,Morning,Psychiatry,Doctor,Psychiatry,2
2026-03-14,Morning,Psychiatry,Nurse,HeadNurse,1
2026-03-14,Morning,Psychiatry,Nurse,AssistantNurse,5
2026-03-14,Night,Psychiatry,Admin,Scheduler,1
2026-03-14,Night,Psychiatry,Admin,RecordsClerk,1
2026-03-14,Night,Psychiatry,Doctor,Psychiatry,3
2026-03-14,Night,Psychiatry,Nurse,Nurse,6
2026-03-14,Afternoon,Pulmonology,Admin,Registrar,1
2026-03-14,Afternoon,Pulmonology,Admin,Archivist,1
2026-03-14,Afternoon,Pulmonology,Doctor,Pulmonology,2
2026-03-14,Afternoon,Pulmonology,Nurse,AssistantNurse,3
2026-03-14,Afternoon,Pulmonology,Nurse,Nurse,3
2026-03-14,Morning,Pulmonology,Admin,Accountant,1
2026-03-14,Morning,Pulmonology,Admin,Secretary,1
2026-03-14,Morning,Pulmonology,Doctor,Pulmonology,2
2026-03-14,Morning,Pulmonology,Nurse,HeadNurse,1
2026-03-14,Morning,Pulmonology,Nurse,AssistantNurse,5
2026-03-14,Night,Pulmonology,Admin,Scheduler,1
2026-03-14,Night,Pulmonology,Admin,RecordsClerk,1
2026-03-14,Night,Pulmonology,Doctor,Pulmonology,2
2026-03-14,Night,Pulmonology,Nurse,Nurse,6
2026-03-14,Afternoon,Surgery,Admin,Registrar,1
2026-03-14,Afternoon,Surgery,Admin,Archivist,1
2026-03-14,Afternoon,Surgery,Doctor,Surgery,2
2026-03-14,Afternoon,Surgery,Nurse,Nurse,3
2026-03-14,Afternoon,Surgery,Nurse,AssistantNurse,3
2026-03-14,Morning,Surgery,Admin,Secretary,1
2026-03-14,Morning,Surgery,Admin,Accountant,1
2026-03-14,Morning,Surgery,Doctor,Surgery,2
2026-03-14,Morning,Surgery,Nurse,HeadNurse,1
2026-03-14,Morning,Surgery,Nurse,AssistantNurse,5
2026-03-14,Night,Surgery,Admin,Scheduler,1
2026-03-14,Night,Surgery,Admin,RecordsClerk,1
2026-03-14,Night,Surgery,Doctor,Surgery,3
2026-03-14,Night,Surgery,Nurse,Nurse,6
2026-03-15,Afternoon,Cardiology,Admin,Archivist,1
2026-03-15,Afternoon,Cardiology,Admin,Registrar,1
2026-03-15,Afternoon,Cardiology,Doctor,Cardiology,2
2026-03-15,Afternoon,Cardiology,Nurse,AssistantNurse,3
2026-03-15,Afternoon,Cardiology,Nurse,Nurse,3
2026-03-15,Morning,Cardiology,Admin,Accountant,1
2026-03-15,Morning,Cardiology,Admin,Secretary,1
2026-03-15,Morning,Cardiology,Doctor,Cardiology,2
2026-03-15,Morning,Cardiology,Nurse,HeadNurse,1
2026-03-15,Morning,Cardiology,Nurse,AssistantNurse,5
2026-03-15,Night,Cardiology,Admin,HRClerk,1
2026-03-15,Night,Cardiology,Admin,BillingOfficer,1
2026-03-15,Night,Cardiology,Doctor,Cardiology,3
2026-03-15,Night,Cardiology,Nurse,Nurse,6
2026-03-15,Afternoon,Emergency,Admin,Archivist,1
2026-03-15,Afternoon,Emergency,Admin,Registrar,1
2026-03-15,Afternoon,Emergency,Doctor,EmergencyMed,3
2026-03-15,Afternoon,Emergency,Nurse,Nurse,3
2026-03-15,Afternoon,Emergency,Nurse,AssistantNurse,3
2026-03-15,Morning,Emergency,Admin,Secretary,1
2026-03-15,Morning,Emergency,Admin,Accountant,1
2026-03-15,Morning,Emergency,Doctor,EmergencyMed,3
2026-03-15,Morning,Emergency,Nurse,HeadNurse,1
2026-03-15,Morning,Emergency,Nurse,AssistantNurse,5
2026-03-15,Night,Emergency,Admin,HRClerk,1
2026-03-15,Night,Emergency,Admin,BillingOfficer,1
2026-03-15,Night,Emergency,Doctor,EmergencyMed,3
2026-03-15,Night,Emergency,Nurse,Nurse,6
2026-03-15,Afternoon,ENT,Admin,Archivist,1
2026-03-15,Afternoon,ENT,Admin,Registrar,1
2026-03-15,Afternoon,ENT,Doctor,ENT,2
2026-03-15,Afternoon,ENT,Nurse,AssistantNurse,3
2026-03-15,Afternoon,ENT,Nurse,Nurse,3
2026-03-15,Morning,ENT,Admin,Accountant,1
2026-03-15,Morning,ENT,Admin,Secretary,1
2026-03-15,Morning,ENT,Doctor,ENT,2
2026-03-15,Morning,ENT,Nurse,HeadNurse,1
2026-03-15,Morning,ENT,Nurse,AssistantNurse,5
2026-03-15,Night,ENT,Admin,HRClerk,1
2026-03-15,Night,ENT,Admin,BillingOfficer,1
2026-03-15,Night,ENT,Doctor,ENT,3
2026-03-15,Night,ENT,Nurse,Nurse,6
2026-03-15,Afternoon,Gastroenterology,Admin,Registrar,1
2026-03-15,Afternoon,Gastroenterology,Admin,Archivist,1
2026-03-15,Afternoon,Gastroenterology,Doctor,Gastroenterology,3
2026-03-15,Afternoon,Gastroenterology,Nurse,AssistantNurse,3
2026-03-15,Afternoon,Gastroenterology,Nurse,Nurse,3
2026-03-15,Morning,Gastroenterology,Admin,Secretary,1
2026-03-15,Morning,Gastroenterology,Admin,Accountant,1
2026-03-15,Morning,Gastroenterology,Doctor,Gastroenterology,2
2026-03-15,Morning,Gastroenterology,Nurse,HeadNurse,1
2026-03-15,Morning,Gastroenterology,Nurse,AssistantNurse,5
2026-03-15,Night,Gastroenterology,Admin,BillingOfficer,1
2026-03-15,Night,Gastroenterology,Admin,HRClerk,1
2026-03-15,Night,Gastroenterology,Doctor,Gastroenterology,2
2026-03-15,Night,Gastroenterology,Nurse,Nurse,6
2026-03-15,Afternoon,ICU,Admin,Registrar,1
2026-03-15,Afternoon,ICU,Admin,Archivist,1
2026-03-15,Afternoon,ICU,Doctor,IntensiveCare,2
2026-03-15,Afternoon,ICU,Nurse,Nurse,3
2026-03-15,Afternoon,ICU,Nurse,AssistantNurse,3
2026-03-15,Morning,ICU,Admin,Secretary,1
2026-03-15,Morning,ICU,Admin,Accountant,1
2026-03-15,Morning,ICU,Doctor,IntensiveCare,2
2026-03-15,Morning,ICU,Nurse,AssistantNurse,5
2026-03-15,Morning,ICU,Nurse,HeadNurse,1
2026-03-15,Night,ICU,Admin,BillingOfficer,1
2026-03-15,Night,ICU,Admin,HRClerk,1
2026-03-15,Night,ICU,Doctor,IntensiveCare,2
2026-03-15,Night,ICU,Nurse,Nurse,6
2026-03-15,Afternoon,"Internal Medicine",Admin,Registrar,1
2026-03-15,Afternoon,"Internal Medicine",Admin,Archivist,1
2026-03-15,Afternoon,"Internal Medicine",Doctor,InternalMed,2
2026-03-15,Afternoon,"Internal Medicine",Nurse,Nurse,3
2026-03-15,Afternoon,"Internal Medicine",Nurse,AssistantNurse,3
2026-03-15,Morning,"Internal Medicine",Admin,Secretary,1
2026-03-15,Morning,"Internal Medicine",Admin,Accountant,1
2026-03-15,Morning,"Internal Medicine",Doctor,InternalMed,2
2026-03-15,Morning,"Internal Medicine",Nurse,AssistantNurse,5
2026-03-15,Morning,"Internal Medicine",Nurse,HeadNurse,1
2026-03-15,Night,"Internal Medicine",Admin,BillingOfficer,1
2026-03-15,Night,"Internal Medicine",Admin,HRClerk,1
2026-03-15,Night,"Internal Medicine",Doctor,InternalMed,3
2026-03-15,Night,"Internal Medicine",Nurse,Nurse,6
2026-03-15,Afternoon,Nephrology,Admin,Registrar,1
2026-03-15,Afternoon,Nephrology,Admin,Archivist,1
2026-03-15,Afternoon,Nephrology,Doctor,Nephrology,2
2026-03-15,Afternoon,Nephrology,Nurse,Nurse,3
2026-03-15,Afternoon,Nephrology,Nurse,AssistantNurse,3
2026-03-15,Morning,Nephrology,Admin,Secretary,1
2026-03-15,Morning,Nephrology,Admin,Accountant,1
2026-03-15,Morning,Nephrology,Doctor,Nephrology,2
2026-03-15,Morning,Nephrology,Nurse,HeadNurse,1
2026-03-15,Morning,Nephrology,Nurse,AssistantNurse,5
2026-03-15,Night,Nephrology,Admin,HRClerk,1
2026-03-15,Night,Nephrology,Admin,BillingOfficer,1
2026-03-15,Night,Nephrology,Doctor,Nephrology,2
2026-03-15,Night,Nephrology,Nurse,Nurse,6
2026-03-15,Afternoon,Neurology,Admin,Registrar,1
2026-03-15,Afternoon,Neurology,Admin,Archivist,1
2026-03-15,Afternoon,Neurology,Doctor,Neurology,2
2026-03-15,Afternoon,Neurology,Nurse,Nurse,3
2026-03-15,Afternoon,Neurology,Nurse,AssistantNurse,3
2026-03-15,Morning,Neurology,Admin,Accountant,1
2026-03-15,Morning,Neurology,Admin,Secretary,1
2026-03-15,Morning,Neurology,Doctor,Neurology,2
2026-03-15,Morning,Neurology,Nurse,HeadNurse,1
2026-03-15,Morning,Neurology,Nurse,AssistantNurse,5
2026-03-15,Night,Neurology,Admin,HRClerk,1
2026-03-15,Night,Neurology,Admin,BillingOfficer,1
2026-03-15,Night,Neurology,Doctor,Neurology,2
2026-03-15,Night,Neurology,Nurse,Nurse,6
2026-03-15,Afternoon,Oncology,Admin,Archivist,1
2026-03-15,Afternoon,Oncology,Admin,Registrar,1
2026-03-15,Afternoon,Oncology,Doctor,Oncology,2
2026-03-15,Afternoon,Oncology,Nurse,AssistantNurse,3
2026-03-15,Afternoon,Oncology,Nurse,Nurse,3
2026-03-15,Morning,Oncology,Admin,Accountant,1
2026-03-15,Morning,Oncology,Admin,Secretary,1
2026-03-15,Morning,Oncology,Doctor,Oncology,2
2026-03-15,Morning,Oncology,Nurse,HeadNurse,1
2026-03-15,Morning,Oncology,Nurse,AssistantNurse,5
2026-03-15,Night,Oncology,Admin,HRClerk,1
2026-03-15,Night,Oncology,Admin,BillingOfficer,1
2026-03-15,Night,Oncology,Doctor,Oncology,2
2026-03-15,Night,Oncology,Nurse,Nurse,6
2026-03-15,Afternoon,Ophthalmology,Admin,Archivist,1
2026-03-15,Afternoon,Ophthalmology,Admin,Registrar,1
2026-03-15,Afternoon,Ophthalmology,Doctor,Ophthalmology,2
2026-03-15,Afternoon,Ophthalmology,Nurse,AssistantNurse,3
2026-03-15,Afternoon,Ophthalmology,Nurse,Nurse,3
2026-03-15,Morning,Ophthalmology,Admin,Accountant,1
2026-03-15,Morning,Ophthalmology,Admin,Secretary,1
2026-03-15,Morning,Ophthalmology,Doctor,Ophthalmology,3
2026-03-15,Morning,Ophthalmology,Nurse,HeadNurse,1
2026-03-15,Morning,Ophthalmology,Nurse,AssistantNurse,5
2026-03-15,Night,Ophthalmology,Admin,HRClerk,1
2026-03-15,Night,Ophthalmology,Admin,BillingOfficer,1
2026-03-15,Night,Ophthalmology,Doctor,Ophthalmology,2
2026-03-15,Night,Ophthalmology,Nurse,Nurse,6
2026-03-15,Afternoon,Orthopedics,Admin,Archivist,1
2026-03-15,Afternoon,Orthopedics,Admin,Registrar,1
2026-03-15,Afternoon,Orthopedics,Doctor,Orthopedics,2
2026-03-15,Afternoon,Orthopedics,Nurse,AssistantNurse,3
2026-03-15,Afternoon,Orthopedics,Nurse,Nurse,3
2026-03-15,Morning,Orthopedics,Admin,Accountant,1
2026-03-15,Morning,Orthopedics,Admin,Secretary,1
2026-03-15,Morning,Orthopedics,Doctor,Orthopedics,2
2026-03-15,Morning,Orthopedics,Nurse,HeadNurse,1
2026-03-15,Morning,Orthopedics,Nurse,AssistantNurse,5
2026-03-15,Night,Orthopedics,Admin,BillingOfficer,1
2026-03-15,Night,Orthopedics,Admin,HRClerk,1
2026-03-15,Night,Orthopedics,Doctor,Orthopedics,2
2026-03-15,Night,Orthopedics,Nurse,Nurse,6
2026-03-15,Afternoon,Pediatrics,Admin,Archivist,1
2026-03-15,Afternoon,Pediatrics,Admin,Registrar,1
2026-03-15,Afternoon,Pediatrics,Doctor,Pediatrics,2
2026-03-15,Afternoon,Pediatrics,Nurse,Nurse,3
2026-03-15,Afternoon,Pediatrics,Nurse,AssistantNurse,3
2026-03-15,Morning,Pediatrics,Admin,Accountant,1
2026-03-15,Morning,Pediatrics,Admin,Secretary,1
2026-03-15,Morning,Pediatrics,Doctor,Pediatrics,2
2026-03-15,Morning,Pediatrics,Nurse,AssistantNurse,5
2026-03-15,Morning,Pediatrics,Nurse,HeadNurse,1
2026-03-15,Night,Pediatrics,Admin,HRClerk,1
2026-03-15,Night,Pediatrics,Admin,BillingOfficer,1
2026-03-15,Night,Pediatrics,Doctor,Pediatrics,3
2026-03-15,Night,Pediatrics,Nurse,Nurse,6
2026-03-15,Afternoon,Psychiatry,Admin,Archivist,1
2026-03-15,Afternoon,Psychiatry,Admin,Registrar,1
2026-03-15,Afternoon,Psychiatry,Doctor,Psychiatry,2
2026-03-15,Afternoon,Psychiatry,Nurse,AssistantNurse,3
2026-03-15,Afternoon,Psychiatry,Nurse,Nurse,3
2026-03-15,Morning,Psychiatry,Admin,Accountant,1
2026-03-15,Morning,Psychiatry,Admin,Secretary,1
2026-03-15,Morning,Psychiatry,Doctor,Psychiatry,2
2026-03-15,Morning,Psychiatry,Nurse,HeadNurse,1
2026-03-15,Morning,Psychiatry,Nurse,AssistantNurse,5
2026-03-15,Night,Psychiatry,Admin,HRClerk,1
2026-03-15,Night,Psychiatry,Admin,BillingOfficer,1
2026-03-15,Night,Psychiatry,Doctor,Psychiatry,3
2026-03-15,Night,Psychiatry,Nurse,Nurse,6
2026-03-15,Afternoon,Pulmonology,Admin,Registrar,1
2026-03-15,Afternoon,Pulmonology,Admin,Archivist,1
2026-03-15,Afternoon,Pulmonology,Doctor,Pulmonology,2
2026-03-15,Afternoon,Pulmonology,Nurse,AssistantNurse,3
2026-03-15,Afternoon,Pulmonology,Nurse,Nurse,3
2026-03-15,Morning,Pulmonology,Admin,Accountant,1
2026-03-15,Morning,Pulmonology,Admin,Secretary,1
2026-03-15,Morning,Pulmonology,Doctor,Pulmonology,2
2026-03-15,Morning,Pulmonology,Nurse,HeadNurse,1
2026-03-15,Morning,Pulmonology,Nurse,AssistantNurse,5
2026-03-15,Night,Pulmonology,Admin,BillingOfficer,1
2026-03-15,Night,Pulmonology,Admin,HRClerk,1
2026-03-15,Night,Pulmonology,Doctor,Pulmonology,2
2026-03-15,Night,Pulmonology,Nurse,Nurse,6
2026-03-15,Afternoon,Surgery,Admin,Registrar,1
2026-03-15,Afternoon,Surgery,Admin,Archivist,1
2026-03-15,Afternoon,Surgery,Doctor,Surgery,2
2026-03-15,Afternoon,Surgery,Nurse,AssistantNurse,3
2026-03-15,Afternoon,Surgery,Nurse,Nurse,3
2026-03-15,Morning,Surgery,Admin,Secretary,1
2026-03-15,Morning,Surgery,Admin,Accountant,1
2026-03-15,Morning,Surgery,Doctor,Surgery,2
2026-03-15,Morning,Surgery,Nurse,HeadNurse,1
2026-03-15,Morning,Surgery,Nurse,AssistantNurse,5
2026-03-15,Night,Surgery,Admin,BillingOfficer,1
2026-03-15,Night,Surgery,Admin,HRClerk,1
2026-03-15,Night,Surgery,Doctor,Surgery,2
2026-03-15,Night,Surgery,Nurse,Nurse,6
