Name	Year	KENcode	BaseCost	ExtraCost	TotalRevenue	InsuranceProviderName	HospitalizationCount
Ophthalmology	2026	Ρ05Μβ	3050	2033.34	5083.34	StudentFund	1
ENT	2026	Δ13Χ	2745	457.50	3202.50	StudentFund	3
Gastroenterology	2025	Θ09Χβ	1765	588.33	2353.33	StudentFund	1
Internal Medicine	2025	Ν32Μ	3175	0.00	3175.00	StudentFund	1
Orthopedics	2026	Μ05Χ	12202	2440.40	14642.40	StudentFund	2
Pediatrics	2027	Δ20Μ	2669	0.00	2669.00	StudentFund	1
Ophthalmology	2027	Ν24Μ	2389	1102.62	3491.62	StudentFund	1
Internal Medicine	2026	Ο13Α	672	336.00	1008.00	StudentFund	2
Internal Medicine	2025	Ν02Μα	15460	3435.52	18895.52	EFKA	2
Cardiology	2025	Υ22Μ	2942	1260.84	4202.84	EFKA	2
Nephrology	2025	Α35Χ	950	1187.50	2137.50	EFKA	2
Pediatrics	2026	Υ22Μ	1471	840.56	2311.56	EFKA	1
Orthopedics	2025	Μ05Χ	18303	3660.60	21963.60	EFKA	3
Cardiology	2026	Υ22Μ	4413	420.28	4833.28	EFKA	3
Oncology	2026	Ν04Χ	7410	617.50	8027.50	EFKA	3
Orthopedics	2025	Μ05Χ	24404	2440.40	26844.40	PrivateHealth	4
Nephrology	2025	Ν06Μ	6594	2028.96	8622.96	PrivateHealth	2
Psychiatry	2025	Α12Μ	15936	4687.00	20623.00	PrivateHealth	4
Internal Medicine	2026	Ο13Α	336	1008.00	1344.00	PrivateHealth	1
Ophthalmology	2025	Κ42Μ	6162	410.80	6572.80	PrivateHealth	3
Ophthalmology	2026	Δ07Α	2420	2420.00	4840.00	PrivateHealth	4
Pediatrics	2025	Η44Μ	1198	1397.69	2595.69	PrivateHealth	1
Pediatrics	2026	Η44Μ	1198	0.00	1198.00	PrivateHealth	1
Psychiatry	2026	Π27Μ	2521	1680.64	4201.64	PrivateHealth	1
Gastroenterology	2025	Κ39Μ	2536	0.00	2536.00	ArmyFund	2
Gastroenterology	2026	Θ09Χβ	5295	5294.97	10589.97	ArmyFund	3
Internal Medicine	2026	Ν02Μα	15460	1288.32	16748.32	ArmyFund	2
Neurology	2025	Ω02Μα	10840	0.00	10840.00	ArmyFund	2
Ophthalmology	2025	Ρ05Μβ	6100	1355.56	7455.56	ArmyFund	2
Psychiatry	2025	Σ03Χ	1099	1098.99	2197.99	ArmyFund	1
Psychiatry	2026	Π27Μ	2521	420.16	2941.16	ArmyFund	1
Surgery	2025	Δ01Χ	6452	0.00	6452.00	Uninsured	1
Neurology	2025	Ω02Μα	5420	492.73	5912.73	Uninsured	1
Nephrology	2025	Ν06Μ	6594	760.86	7354.86	Uninsured	2
Pediatrics	2026	Η44Μ	1198	0.00	1198.00	Uninsured	1
Pediatrics	2026	Ω32Α	358	0.00	358.00	Uninsured	1
Internal Medicine	2026	Ν32Μ	6350	2041.11	8391.11	Uninsured	2
Internal Medicine	2025	Ο13Α	1008	1680.00	2688.00	Uninsured	3
Emergency	2026	S01Μ	2413	2010.85	4423.85	Uninsured	1
Gastroenterology	2026	Μ19Χ	1904	952.00	2856.00	Uninsured	1
Nephrology	2027	Μ01Μ	14020	560.80	14580.80	Uninsured	1
Psychiatry	2027	Η06Χ	1556	1556.00	3112.00	Uninsured	1
Gastroenterology	2026	Μ19Χ	7616	2856.00	10472.00	StudentFund	4
Psychiatry	2026	Κ11Χ	6446	920.84	7366.84	StudentFund	2
Surgery	2026	Φ26Χ	828	0.00	828.00	StudentFund	1
Orthopedics	2026	Μ71Χ	810	607.50	1417.50	StudentFund	2
ICU	2026	Τ27Χ	1284	1569.37	2853.37	StudentFund	3
ENT	2026	Π06Α	2074	345.67	2419.67	StudentFund	2
Ophthalmology	2025	Ν24Μ	4778	1102.62	5880.62	EFKA	2
Surgery	2026	Θ08Α	952	1904.00	2856.00	EFKA	1
Psychiatry	2025	Π27Μ	2521	0.00	2521.00	EFKA	1
Gastroenterology	2026	Η42Μ	3876	484.50	4360.50	EFKA	2
Emergency	2025	Υ06Χ	808	404.00	1212.00	PrivateHealth	1
ENT	2025	Π06Α	2074	691.34	2765.34	PrivateHealth	2
Surgery	2026	Θ08Α	952	0.00	952.00	PrivateHealth	1
Oncology	2026	Ν23Α	2109	1297.84	3406.84	PrivateHealth	1
Emergency	2026	S01Μ	4826	402.17	5228.17	PrivateHealth	2
Internal Medicine	2026	Ν32Μ	6350	1360.74	7710.74	PrivateHealth	2
Surgery	2025	Π47Χ	670	837.50	1507.50	ArmyFund	2
Cardiology	2026	Η08Μ	4222	703.66	4925.66	ArmyFund	2
ICU	2026	Κ35Μ	3004	1716.56	4720.56	ArmyFund	2
Emergency	2027	Ε10Α	94009	0.00	94009.00	ArmyFund	1
Oncology	2027	Ν23Α	2109	162.23	2271.23	ArmyFund	1
ENT	2027	Α34Μβ	1393	995.00	2388.00	ArmyFund	1
Nephrology	2027	Ν06Μ	3297	0.00	3297.00	ArmyFund	1
Psychiatry	2027	Α12Μ	3984	0.00	3984.00	ArmyFund	1
Internal Medicine	2027	Ν32Μ	3175	0.00	3175.00	ArmyFund	1
Ophthalmology	2025	Δ07Α	1210	1815.00	3025.00	Uninsured	2
Nephrology	2025	Μ01Μ	42060	1682.40	43742.40	Uninsured	3
Nephrology	2026	Ζ20Α	241	241.00	482.00	Uninsured	1
ENT	2025	Π06Α	1037	345.67	1382.67	Uninsured	1
Surgery	2025	Π47Χ	670	837.50	1507.50	Uninsured	2
Emergency	2026	Υ06Χ	808	0.00	808.00	Uninsured	1
Nephrology	2026	Ν06Μ	3297	1268.10	4565.10	Uninsured	1
Pulmonology	2026	Ν27Μβ	1307	326.76	1633.76	StudentFund	1
Pulmonology	2026	Υ20Μβ	2600	216.67	2816.67	StudentFund	2
Emergency	2025	Π42Α	1097	0.00	1097.00	StudentFund	1
ICU	2026	Υ09Χβ	2070	517.50	2587.50	EFKA	2
Gastroenterology	2026	Κ39Μ	2536	633.99	3169.99	EFKA	2
Internal Medicine	2026	Ν02Μα	7730	858.88	8588.88	EFKA	1
Cardiology	2025	Η08Μ	2111	0.00	2111.00	EFKA	1
Oncology	2025	Α27Μ	864	0.00	864.00	EFKA	1
Ophthalmology	2025	Ρ01Α	886	1329.00	2215.00	EFKA	2
Nephrology	2026	Ζ20Α	482	1446.00	1928.00	EFKA	2
ICU	2026	Κ35Μ	3004	0.00	3004.00	PrivateHealth	2
Emergency	2026	Υ06Χ	808	808.00	1616.00	PrivateHealth	1
Pulmonology	2025	Ρ05Χ	2140	356.67	2496.67	PrivateHealth	1
Orthopedics	2027	Ζ02Μ	7225	802.78	8027.78	PrivateHealth	1
Nephrology	2027	Μ01Μ	14020	0.00	14020.00	PrivateHealth	1
Psychiatry	2027	Π27Μ	2521	210.08	2731.08	PrivateHealth	1
Orthopedics	2026	Ω12Α	946	0.00	946.00	ArmyFund	1
Pediatrics	2026	Υ22Μ	1471	0.00	1471.00	ArmyFund	1
Internal Medicine	2025	Ν02Μα	7730	3006.08	10736.08	ArmyFund	1
Surgery	2026	Δ01Χ	6452	5735.12	12187.12	ArmyFund	1
ENT	2025	Μ07Α	5235	249.29	5484.29	Uninsured	1
Neurology	2026	Δ08Χ	2373	3164.00	5537.00	Uninsured	3
Ophthalmology	2026	Ρ05Μβ	3050	0.00	3050.00	Uninsured	1
Cardiology	2025	Η08Μ	2111	703.66	2814.66	Uninsured	1
Internal Medicine	2025	Ν02Μα	7730	0.00	7730.00	Uninsured	1
Surgery	2026	Π47Χ	335	0.00	335.00	Uninsured	1
Nephrology	2025	Ζ20Α	241	241.00	482.00	Uninsured	1
ICU	2025	S24Χ	432	432.00	864.00	StudentFund	2
Cardiology	2026	Κ12Χ	3694	4617.50	8311.50	StudentFund	1
Internal Medicine	2026	Ν02Μα	7730	858.88	8588.88	StudentFund	1
Surgery	2025	Φ26Χ	828	1656.00	2484.00	StudentFund	1
Orthopedics	2026	Χ44Α	1152	0.00	1152.00	StudentFund	1
Psychiatry	2025	Σ03Χ	1099	366.33	1465.33	StudentFund	1
Emergency	2026	Υ20Μβ	1300	0.00	1300.00	StudentFund	1
Psychiatry	2026	Σ03Χ	1099	0.00	1099.00	EFKA	1
Emergency	2026	Υ20Μβ	1300	0.00	1300.00	EFKA	1
Oncology	2026	Α27Μ	864	648.00	1512.00	EFKA	1
Gastroenterology	2025	Μ19Χ	1904	952.00	2856.00	EFKA	1
Psychiatry	2026	Α12Μ	3984	1640.45	5624.45	EFKA	1
Emergency	2027	Ε10Α	94009	0.00	94009.00	EFKA	1
Orthopedics	2027	Ζ02Μ	7225	0.00	7225.00	EFKA	1
Pediatrics	2027	Δ12Μ	4871	1058.90	5929.90	EFKA	1
Ophthalmology	2027	Κ42Μ	2054	1437.80	3491.80	EFKA	1
Internal Medicine	2027	Η20Μ	3561	647.46	4208.46	EFKA	1
Pulmonology	2025	Υ20Μβ	1300	0.00	1300.00	PrivateHealth	1
Nephrology	2025	Ο23Α	420	840.00	1260.00	PrivateHealth	1
Internal Medicine	2025	Ν32Μ	3175	0.00	3175.00	PrivateHealth	1
Emergency	2025	Υ06Χ	808	404.00	1212.00	ArmyFund	1
Pediatrics	2025	Η44Μ	1198	0.00	1198.00	ArmyFund	1
Nephrology	2025	Ν06Μ	3297	1521.72	4818.72	ArmyFund	1
Psychiatry	2025	Α12Μ	3984	1874.80	5858.80	ArmyFund	1
Nephrology	2025	Ζ20Α	241	0.00	241.00	ArmyFund	1
